Class,Text,Text_Clean
0,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",Life strict teacher Bcoz Teacher teaches lesson amp conducts exam Life first conducts Exam amp teaches Lessons Happy morning
0,Dear good morning now only i am up,Dear good morning
0,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,Get gandhipuram walk cross cut road Right side ltgt street road turn first right
0,Dear we are going to our rubber place,Dear going rubber place
0,"Sorry battery died, yeah I'm here",Sorry battery died yeah Im
0,Yes:)here tv is always available in work place..,Yeshere tv always available work place
1,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,Text meet someone sexy today U find date even flirt U Join 4 10p REPLY NAME AGE eg Sam 25 18 msg recdthirtyeight pence
0,I have printed it oh. So  &lt;#&gt;  come upstairs,printed oh ltgt come upstairs
0,Or ill be a little closer like at the bus stop on the same street,ill little closer like bus stop street
0,Where are you?when wil you reach here?,youwhen wil reach
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",New Theory Argument wins SITUATION loses PERSON dont argue ur friends kick amp say Im always correct
1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,U 447801259231 secret admirer looking 2 make contact Ufind Rreveal thinks UR specialcall 09058094597
0,Tomarrow final hearing on my laptop case so i cant.,Tomarrow final hearing laptop case cant
0,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,PLEASSSSSSSEEEEEE TEL V AVENT DONE SPORTSx
0,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",Okay shining meant signing sounds better
0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",Although told u dat im baig face watches really like e watch u gave cos fr u Thanx 4 everything dat uve done today im touched
0,U don't remember that old commercial?,U dont remember old commercial
0,Too late. I said i have the website. I didn't i have or dont have the slippers,late said website didnt dont slippers
0,I asked you to call him now ok,asked call ok
0,Kallis wont bat in 2nd innings.,Kallis wont bat 2nd innings
0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,didnt work oh Ok goodnight Ill fix ready time wake dearly missed good night sleep
1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Congratulations ur awarded 500 CD vouchers 125gift guaranteed Free entry 2 100 wkly draw txt MUSIC 87066 TnCs wwwLdewcom1win150ppmx3age16
0,Ranjith cal drpd Deeraj and deepak 5min hold,Ranjith cal drpd Deeraj deepak 5min hold
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",Wen ur lovable bcums angry wid u dnt take seriously Coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
0,What you doing?how are you?,doinghow
0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",Ups 3days also shipping company takes 2wks way usps takes week gets lag may bribe nipost get stuff
0,"I'm back, lemme know when you're ready",Im back lemme know youre ready
0,Don't necessarily expect it to be done before you get back though because I'm just now headin out,Dont necessarily expect done get back though Im headin
0,Mmm so yummy babe ... Nice jolt to the suzy,Mmm yummy babe Nice jolt suzy
0,Where are you lover ? I need you ...,lover need
1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,tried contact reply offer Video Handset 750 anytime networks mins UNLIMITED TEXT Camcorder Reply call 08000930705
0,IäóÖm parked next to a MINI!!!! When are you coming in today do you think?,IäóÖm parked next MINI coming today think
0,Yup,Yup
0,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,Anyway im going shopping Cos sis done yet Dun disturb u liao
0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,LUTON 0125698789 RING UR AROUND H
1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,Hey really horny want chat see naked text hot 69698 text charged 150pm unsubscribe text stop 69698
0,Why you Dint come with us.,Dint come us
0,Same. Wana plan a trip sometme then,Wana plan trip sometme
0,"Not sure yet, still trying to get a hold of him",sure yet still trying get hold
1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,Ur ringtone service changed 25 Free credits Go club4mobilescom choose content Stop txt CLUB STOP 87070 150pwk Club4 PO Box1146 MK45 2WT
0,The evo. I just had to download flash. Jealous?,evo download flash Jealous
1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,Ringtone Club Get UK singles chart mobile week choose top quality ringtone message free charge
0,"Come to mu, we're sorting out our narcotics situation",Come mu sorting narcotics situation
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",Night ended another day morning come special way May smile like sunny rays leaves worries blue blue bay
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,HMV BONUS SPECIAL 500 pounds genuine HMV vouchers answer 4 easy questions Play Send HMV 86688 infowww100percentrealcom
0,"Usf I guess, might as well take 1 car",Usf guess might well take 1 car
0,No objection. My bf not coming.,objection bf coming
0,Thanx...,Thanx
0,Tell rob to mack his gf in the theater,Tell rob mack gf theater
0,"Awesome, I'll see you in a bit",Awesome Ill see bit
0,Just sent it. So what type of food do you like?,sent type food like
0,All done? All handed in? Celebrations in full swing yet?,done handed Celebrations full swing yet
0,You got called a tool?,got called tool
0,\Wen u miss someone,Wen u miss someone
0,Ok. I asked for money how far,Ok asked money far
0,Okie...,Okie
0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",Yeah think usual guys still passed last night get ahold anybody let know Ill throw
0,"K, I might come by tonight then if my class lets out early",K might come tonight class lets early
0,Ok..,Ok
0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi baby im cruisin girl friend r u 2 give call hour home thats alright fone fone love jenny xxx
0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",life Means lot love life love people life world calls friends call World Ge
0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",Dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense
0,Hey you told your name to gautham ah?,Hey told name gautham ah
0,Haf u found him? I feel so stupid da v cam was working.,Haf u found feel stupid da v cam working
0,Oops. 4 got that bit.,Oops 4 got bit
0,Are you this much buzy,much buzy
0,I accidentally deleted the message. Resend please.,accidentally deleted message Resend please
1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,TMobile customer may claim FREE CAMERA PHONE upgrade pay go sim card loyalty Call 0845 021 3680Offer ends 28thFebTCs apply
0,Unless it's a situation where YOU GO GURL would be more appropriate,Unless situation GO GURL would appropriate
0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,Hurt Tease Make cry end life die plz keep one rose grave say STUPID MISS U NICE DAY BSLVYL
0,I cant pick the phone right now. Pls send a message,cant pick phone right Pls send message
0,Need a coffee run tomo?Can't believe it's that time of week already,Need coffee run tomoCant believe time week already
0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",Awesome remember last time got somebody high first time diesel V
0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",Shit really shocking scary cant imagine second Def night u think somewhere could crash night save taxi
0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,Oh way food fridge Want go meal tonight
0,He is a womdarfull actor,womdarfull actor
1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",SMS ac Blind Date 4U Rodds1 21m Aberdeen United Kingdom Check httpimg sms acWicmb3cktz8r74 Blind Dates send HIDE
0,Yup... From what i remb... I think should be can book... ,Yup remb think book
0,Jos ask if u wana meet up?,Jos ask u wana meet
0,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,Lol yes friendship hanging thread cause u wont buy stuff
1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",TheMob Check newest selection content Games Tones Gossip babes sport Keep mobile fit funky text WAP 82468
0,Where are the garage keys? They aren't on the bookshelf,garage keys arent bookshelf
0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,Today ACCEPT DAYU Accept Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd rply means enemy
1,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",Think ur smart Win £200 week weekly quiz text PLAY 85222 nowTCs WinnersClub PO BOX 84 M26 3UZ 16 GBP150week
0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,says hell give call friends got money hes definitely buying end week
